Accelerometer X,Accelerometer Y,Accelerometer Z,Time(s)
-0.164,0.434,-0.906,8.481
-0.16,0.438,-0.902,8.492
-0.16,0.438,-0.902,8.503
-0.156,0.438,-0.902,8.514
-0.156,0.438,-0.902,8.525
-0.156,0.438,-0.902,8.536
-0.156,0.438,-0.902,8.547
-0.152,0.438,-0.902,8.558
-0.156,0.434,-0.906,8.569
-0.16,0.434,-0.906,8.58
-0.156,0.438,-0.91,8.591
-0.164,0.438,-0.906,8.602
-0.164,0.434,-0.906,8.613
-0.168,0.434,-0.906,8.624
-0.168,0.438,-0.902,8.635
-0.168,0.438,-0.906,8.646
-0.168,0.438,-0.906,8.657
-0.164,0.434,-0.91,8.668
-0.156,0.43,-0.906,8.679
-0.156,0.43,-0.906,8.69
-0.156,0.43,-0.906,8.701
-0.148,0.434,-0.906,8.712
-0.152,0.438,-0.91,8.723
-0.16,0.438,-0.906,8.734
-0.156,0.438,-0.906,8.745
-0.16,0.434,-0.906,8.756
-0.156,0.434,-0.906,8.767
-0.156,0.43,-0.902,8.778
-0.16,0.43,-0.902,8.789
-0.156,0.43,-0.902,8.8
-0.164,0.434,-0.906,8.811
-0.164,0.434,-0.906,8.822
-0.156,0.434,-0.91,8.833
-0.156,0.43,-0.906,8.844
-0.156,0.43,-0.902,8.855
-0.156,0.426,-0.902,8.866
-0.156,0.43,-0.906,8.877
-0.16,0.434,-0.906,8.888
-0.16,0.434,-0.906,8.899
-0.16,0.438,-0.902,8.91
-0.16,0.445,-0.906,8.921
-0.16,0.43,-0.906,8.932
-0.164,0.43,-0.906,8.943
-0.16,0.434,-0.906,8.954
-0.16,0.434,-0.906,8.965
-0.164,0.434,-0.906,8.976
-0.152,0.434,-0.902,8.987
-0.156,0.438,-0.902,8.998
-0.164,0.441,-0.902,9.009
-0.164,0.434,-0.906,9.02
-0.164,0.43,-0.91,9.031
-0.16,0.43,-0.914,9.042
-0.148,0.43,-0.91,9.053
-0.145,0.43,-0.906,9.064
-0.145,0.434,-0.906,9.075
-0.152,0.43,-0.902,9.086
-0.156,0.434,-0.898,9.097
-0.164,0.434,-0.902,9.108
-0.168,0.43,-0.902,9.119
-0.172,0.434,-0.902,9.13
-0.172,0.426,-0.902,9.141
-0.168,0.426,-0.902,9.152
-0.16,0.426,-0.902,9.163
-0.164,0.434,-0.902,9.174
-0.164,0.43,-0.906,9.185
-0.168,0.43,-0.902,9.196
-0.164,0.434,-0.906,9.207
-0.16,0.434,-0.91,9.218
-0.156,0.438,-0.906,9.229
-0.156,0.434,-0.91,9.24
-0.152,0.438,-0.91,9.251
-0.16,0.438,-0.906,9.262
-0.164,0.438,-0.902,9.273
-0.168,0.434,-0.902,9.284
-0.168,0.43,-0.902,9.295
-0.164,0.434,-0.902,9.306
-0.164,0.434,-0.902,9.317
-0.16,0.434,-0.902,9.328
-0.156,0.434,-0.902,9.339
-0.156,0.434,-0.902,9.35
-0.156,0.434,-0.91,9.361
-0.164,0.438,-0.906,9.372
-0.168,0.438,-0.906,9.383
-0.164,0.438,-0.906,9.394
-0.16,0.426,-0.902,9.405
-0.164,0.434,-0.906,9.416
-0.164,0.434,-0.898,9.427
-0.168,0.438,-0.902,9.438
-0.168,0.438,-0.902,9.449
-0.168,0.438,-0.902,9.46
-0.164,0.438,-0.902,9.471
-0.16,0.43,-0.906,9.482
-0.16,0.434,-0.906,9.493
-0.16,0.43,-0.91,9.504
-0.156,0.43,-0.906,9.515
-0.16,0.43,-0.902,9.526
-0.164,0.434,-0.906,9.537
-0.164,0.438,-0.902,9.548
-0.164,0.438,-0.906,9.559
-0.156,0.43,-0.906,9.57
-0.16,0.43,-0.902,9.581
-0.164,0.434,-0.906,9.592
-0.164,0.43,-0.906,9.603
-0.164,0.426,-0.902,9.614
-0.16,0.426,-0.902,9.625
-0.156,0.434,-0.902,9.636
-0.16,0.434,-0.902,9.647
-0.164,0.438,-0.906,9.658
-0.168,0.434,-0.91,9.669
-0.168,0.434,-0.906,9.68
-0.168,0.434,-0.902,9.691
-0.164,0.434,-0.906,9.702
-0.16,0.434,-0.91,9.713
-0.16,0.434,-0.906,9.724
-0.164,0.43,-0.906,9.735
-0.164,0.43,-0.902,9.746
-0.164,0.434,-0.902,9.757
-0.16,0.434,-0.906,9.768
-0.164,0.438,-0.906,9.779
-0.164,0.438,-0.91,9.79
-0.16,0.438,-0.906,9.801
-0.164,0.434,-0.906,9.812
-0.16,0.43,-0.906,9.823
-0.164,0.43,-0.906,9.834
-0.164,0.434,-0.91,9.845
-0.16,0.438,-0.914,9.856
-0.16,0.438,-0.91,9.867
-0.164,0.438,-0.906,9.878
-0.164,0.438,-0.906,9.889
-0.164,0.438,-0.906,9.9
-0.164,0.445,-0.906,9.911
-0.16,0.434,-0.898,9.922
-0.164,0.438,-0.906,9.933
-0.164,0.438,-0.91,9.944
-0.16,0.434,-0.906,9.955
-0.164,0.43,-0.914,9.966
-0.152,0.43,-0.918,9.977
-0.156,0.438,-0.918,9.988
-0.152,0.438,-0.914,9.999
-0.152,0.434,-0.91,10.01
-0.156,0.438,-0.906,10.021
-0.164,0.438,-0.902,10.032
-0.164,0.434,-0.902,10.043
-0.168,0.434,-0.902,10.054
-0.172,0.43,-0.902,10.065
-0.168,0.43,-0.906,10.076
-0.164,0.43,-0.902,10.087
-0.16,0.434,-0.91,10.098
-0.164,0.434,-0.906,10.109
-0.164,0.43,-0.906,10.12
-0.164,0.434,-0.906,10.131
-0.16,0.438,-0.902,10.142
-0.16,0.438,-0.902,10.153
-0.156,0.438,-0.902,10.164
-0.152,0.434,-0.902,10.175
-0.152,0.434,-0.902,10.186
-0.156,0.438,-0.902,10.197
-0.156,0.434,-0.902,10.208
-0.16,0.43,-0.902,10.219
-0.156,0.43,-0.902,10.23
-0.152,0.438,-0.902,10.241
-0.156,0.434,-0.906,10.252
-0.152,0.438,-0.906,10.263
-0.152,0.438,-0.902,10.274
-0.145,0.438,-0.902,10.285
-0.148,0.438,-0.906,10.296
-0.148,0.434,-0.906,10.307
-0.152,0.434,-0.906,10.318
-0.152,0.434,-0.91,10.329
-0.152,0.434,-0.906,10.34
-0.156,0.438,-0.906,10.351
-0.152,0.438,-0.902,10.362
-0.156,0.438,-0.902,10.373
-0.16,0.438,-0.906,10.384
-0.16,0.438,-0.914,10.395
-0.152,0.445,-0.906,10.406
-0.156,0.434,-0.902,10.417
-0.152,0.438,-0.906,10.428
-0.145,0.438,-0.906,10.439
-0.145,0.438,-0.902,10.45
-0.148,0.438,-0.906,10.461
-0.145,0.438,-0.902,10.472
-0.141,0.441,-0.902,10.483
-0.137,0.438,-0.902,10.494
-0.145,0.441,-0.902,10.505
-0.148,0.438,-0.902,10.516
-0.145,0.438,-0.902,10.527
-0.145,0.441,-0.902,10.538
-0.141,0.438,-0.902,10.549
-0.145,0.438,-0.902,10.56
-0.145,0.441,-0.91,10.571
-0.148,0.441,-0.91,10.582
-0.145,0.441,-0.906,10.593
-0.141,0.438,-0.906,10.604
-0.141,0.438,-0.906,10.615
-0.148,0.438,-0.906,10.626
-0.148,0.441,-0.91,10.637
-0.145,0.438,-0.91,10.648
-0.141,0.438,-0.91,10.659
-0.141,0.438,-0.902,10.67
-0.141,0.441,-0.902,10.681
-0.145,0.441,-0.902,10.692
-0.148,0.441,-0.902,10.703
-0.141,0.441,-0.906,10.714
-0.137,0.441,-0.902,10.725
-0.137,0.441,-0.902,10.736
-0.137,0.441,-0.895,10.747
-0.141,0.445,-0.898,10.758
-0.145,0.445,-0.898,10.769
-0.145,0.441,-0.906,10.78
-0.141,0.441,-0.906,10.791
-0.141,0.441,-0.91,10.802
-0.137,0.441,-0.91,10.813
-0.133,0.438,-0.914,10.824
-0.129,0.438,-0.906,10.835
-0.133,0.438,-0.902,10.846
-0.137,0.438,-0.902,10.857
-0.137,0.438,-0.902,10.868
-0.137,0.441,-0.902,10.879
-0.145,0.445,-0.898,10.89
-0.148,0.453,-0.902,10.901
-0.152,0.441,-0.902,10.912
-0.152,0.441,-0.902,10.923
-0.145,0.441,-0.906,10.934
-0.141,0.438,-0.906,10.945
-0.141,0.441,-0.906,10.956
-0.137,0.441,-0.902,10.967
-0.137,0.441,-0.902,10.978
-0.133,0.441,-0.902,10.989
-0.133,0.441,-0.895,11
-0.137,0.441,-0.898,11.011
-0.133,0.441,-0.898,11.022
-0.137,0.441,-0.902,11.033
-0.141,0.445,-0.902,11.044
-0.137,0.441,-0.902,11.055
-0.141,0.445,-0.898,11.066
-0.137,0.441,-0.898,11.077
-0.137,0.441,-0.906,11.088
-0.133,0.434,-0.914,11.099
-0.133,0.438,-0.902,11.11
-0.137,0.438,-0.902,11.121
-0.141,0.441,-0.902,11.132
-0.148,0.441,-0.902,11.143
-0.152,0.441,-0.902,11.154
-0.145,0.441,-0.902,11.165
-0.148,0.441,-0.902,11.176
-0.148,0.441,-0.906,11.187
-0.141,0.441,-0.906,11.198
-0.137,0.438,-0.906,11.209
-0.145,0.438,-0.906,11.22
-0.141,0.438,-0.902,11.231
-0.137,0.434,-0.902,11.242
-0.137,0.438,-0.906,11.253
-0.141,0.441,-0.906,11.264
-0.141,0.441,-0.902,11.275
-0.145,0.438,-0.902,11.286
-0.148,0.438,-0.91,11.297
-0.141,0.434,-0.906,11.308
-0.141,0.438,-0.906,11.319
-0.141,0.441,-0.906,11.33
-0.141,0.438,-0.902,11.341
-0.141,0.438,-0.902,11.352
-0.145,0.438,-0.902,11.363
-0.145,0.438,-0.902,11.374
-0.148,0.441,-0.902,11.385
-0.141,0.445,-0.906,11.396
-0.148,0.434,-0.902,11.407
-0.152,0.438,-0.906,11.418
-0.152,0.438,-0.906,11.429
-0.152,0.438,-0.902,11.44
-0.156,0.438,-0.906,11.451
-0.152,0.434,-0.906,11.462
-0.152,0.438,-0.902,11.473
-0.156,0.438,-0.902,11.484
-0.152,0.441,-0.902,11.495
-0.156,0.438,-0.91,11.506
-0.156,0.438,-0.91,11.517
-0.148,0.434,-0.906,11.528
-0.145,0.43,-0.906,11.539
-0.137,0.434,-0.906,11.55
-0.145,0.434,-0.91,11.561
-0.145,0.438,-0.91,11.572
-0.152,0.441,-0.906,11.583
-0.152,0.441,-0.906,11.594
-0.16,0.441,-0.902,11.605
-0.168,0.441,-0.902,11.616
-0.168,0.434,-0.902,11.627
-0.172,0.43,-0.902,11.638
-0.168,0.43,-0.902,11.649
-0.164,0.434,-0.902,11.66
-0.168,0.43,-0.902,11.671
-0.168,0.434,-0.906,11.682
-0.16,0.434,-0.902,11.693
-0.156,0.438,-0.902,11.704
-0.148,0.43,-0.902,11.715
-0.145,0.434,-0.902,11.726
-0.145,0.434,-0.906,11.737
-0.156,0.438,-0.902,11.748
-0.156,0.438,-0.906,11.759
-0.16,0.434,-0.902,11.77
-0.16,0.438,-0.906,11.781
-0.16,0.434,-0.906,11.792
-0.16,0.434,-0.906,11.803
-0.156,0.434,-0.902,11.814
-0.152,0.43,-0.902,11.825
-0.152,0.43,-0.902,11.836
-0.152,0.43,-0.906,11.847
-0.16,0.438,-0.906,11.858
-0.164,0.438,-0.906,11.869
-0.16,0.438,-0.91,11.88
-0.164,0.445,-0.91,11.891
-0.16,0.434,-0.906,11.902
-0.16,0.434,-0.91,11.913
-0.16,0.438,-0.906,11.924
-0.16,0.434,-0.902,11.935
-0.156,0.434,-0.902,11.946
-0.16,0.434,-0.902,11.957
-0.164,0.434,-0.902,11.968
-0.164,0.434,-0.91,11.979
-0.164,0.438,-0.906,11.99
-0.16,0.441,-0.902,12.001
-0.16,0.434,-0.902,12.012
-0.156,0.43,-0.906,12.023
-0.152,0.434,-0.906,12.034
-0.16,0.438,-0.902,12.045
-0.16,0.434,-0.906,12.056
-0.164,0.438,-0.906,12.067
-0.16,0.438,-0.906,12.078
-0.16,0.434,-0.906,12.089
-0.164,0.438,-0.906,12.1
-0.164,0.438,-0.902,12.111
-0.168,0.438,-0.906,12.122
-0.164,0.438,-0.906,12.133
-0.168,0.438,-0.906,12.144
-0.16,0.434,-0.906,12.155
-0.152,0.43,-0.906,12.166
-0.156,0.434,-0.902,12.177
-0.16,0.434,-0.902,12.188
-0.16,0.434,-0.906,12.199
-0.156,0.434,-0.902,12.21
-0.16,0.43,-0.902,12.221
-0.148,0.43,-0.91,12.232
-0.145,0.43,-0.906,12.243
-0.148,0.434,-0.902,12.254
-0.152,0.434,-0.906,12.265
-0.156,0.434,-0.902,12.276
-0.164,0.438,-0.902,12.287
-0.168,0.434,-0.902,12.298
-0.168,0.43,-0.906,12.309
-0.172,0.438,-0.902,12.32
-0.168,0.43,-0.902,12.331
-0.172,0.43,-0.902,12.342
-0.168,0.43,-0.902,12.353
-0.164,0.434,-0.906,12.364
-0.164,0.434,-0.902,12.375
-0.16,0.441,-0.902,12.386
-0.16,0.438,-0.902,12.397
-0.156,0.438,-0.91,12.408
-0.152,0.441,-0.906,12.419
-0.148,0.434,-0.902,12.43
-0.156,0.43,-0.902,12.441
-0.16,0.426,-0.906,12.452
-0.164,0.43,-0.902,12.463
-0.156,0.43,-0.902,12.474
-0.156,0.434,-0.906,12.485
-0.16,0.434,-0.906,12.496
-0.16,0.438,-0.906,12.507
-0.156,0.434,-0.906,12.518
-0.156,0.434,-0.91,12.529
-0.164,0.438,-0.906,12.54
-0.164,0.434,-0.906,12.551
-0.168,0.426,-0.91,12.562
-0.168,0.434,-0.906,12.573
-0.164,0.438,-0.906,12.584
-0.164,0.434,-0.906,12.595
-0.164,0.438,-0.91,12.606
-0.164,0.438,-0.906,12.617
-0.164,0.434,-0.902,12.628
-0.164,0.43,-0.902,12.639
-0.156,0.434,-0.906,12.65
-0.16,0.43,-0.906,12.661
-0.164,0.434,-0.906,12.672
-0.16,0.434,-0.902,12.683
-0.156,0.438,-0.906,12.694
-0.148,0.434,-0.906,12.705
-0.141,0.426,-0.906,12.716
-0.148,0.43,-0.906,12.727
-0.152,0.434,-0.902,12.738
-0.152,0.434,-0.902,12.749
-0.16,0.438,-0.902,12.76
-0.16,0.43,-0.906,12.771
-0.156,0.43,-0.906,12.782
-0.164,0.43,-0.906,12.793
-0.16,0.426,-0.906,12.804
-0.16,0.43,-0.906,12.815
-0.16,0.43,-0.906,12.826
-0.156,0.434,-0.906,12.837
-0.152,0.438,-0.902,12.848
-0.152,0.438,-0.902,12.859
-0.156,0.438,-0.895,12.87
-0.152,0.449,-0.902,12.881
-0.16,0.434,-0.902,12.892
-0.156,0.43,-0.906,12.903
-0.156,0.434,-0.918,12.914
-0.152,0.434,-0.918,12.925
-0.145,0.434,-0.914,12.936
-0.145,0.438,-0.91,12.947
-0.148,0.438,-0.914,12.958
-0.152,0.434,-0.91,12.969
-0.156,0.438,-0.91,12.98
-0.164,0.438,-0.906,12.991
-0.164,0.434,-0.906,13.002
-0.168,0.438,-0.91,13.013
-0.16,0.438,-0.914,13.024
-0.16,0.438,-0.91,13.035
-0.156,0.438,-0.906,13.046
-0.156,0.438,-0.902,13.057
-0.156,0.438,-0.906,13.068
-0.156,0.438,-0.902,13.079
-0.152,0.438,-0.906,13.09
-0.145,0.438,-0.906,13.101
-0.145,0.438,-0.902,13.112
-0.148,0.438,-0.906,13.123
-0.145,0.438,-0.91,13.134
-0.148,0.438,-0.906,13.145
-0.148,0.438,-0.906,13.156
-0.152,0.438,-0.902,13.167
-0.152,0.438,-0.902,13.178
-0.145,0.441,-0.902,13.189
-0.145,0.438,-0.906,13.2
-0.145,0.438,-0.91,13.211
-0.148,0.441,-0.906,13.222
-0.148,0.441,-0.906,13.233
-0.152,0.438,-0.906,13.244
-0.148,0.441,-0.906,13.255
-0.152,0.438,-0.91,13.266
-0.141,0.438,-0.902,13.277
-0.148,0.434,-0.906,13.288
-0.152,0.438,-0.902,13.299
-0.152,0.438,-0.902,13.31
-0.145,0.441,-0.895,13.321
-0.145,0.441,-0.898,13.332
-0.148,0.441,-0.902,13.343
-0.141,0.441,-0.902,13.354
-0.137,0.441,-0.902,13.365
-0.137,0.449,-0.902,13.376
-0.137,0.438,-0.902,13.387
-0.137,0.438,-0.902,13.398
-0.133,0.438,-0.902,13.409
-0.133,0.438,-0.902,13.42
-0.137,0.441,-0.902,13.431
-0.141,0.441,-0.898,13.442
-0.141,0.445,-0.902,13.453
-0.137,0.441,-0.902,13.464
-0.137,0.441,-0.902,13.475
-0.133,0.441,-0.902,13.486
-0.137,0.438,-0.902,13.497
-0.141,0.438,-0.906,13.508
-0.145,0.441,-0.902,13.519
-0.141,0.441,-0.902,13.53
-0.141,0.441,-0.902,13.541
-0.141,0.441,-0.898,13.552
-0.141,0.441,-0.895,13.563
-0.141,0.441,-0.898,13.574
-0.145,0.445,-0.902,13.585
-0.141,0.445,-0.906,13.596
-0.137,0.441,-0.91,13.607
-0.129,0.441,-0.91,13.618
-0.125,0.441,-0.906,13.629
-0.129,0.441,-0.902,13.64
-0.137,0.438,-0.902,13.651
-0.141,0.434,-0.902,13.662
-0.148,0.438,-0.895,13.673
-0.152,0.438,-0.898,13.684
-0.16,0.441,-0.898,13.695
-0.164,0.441,-0.902,13.706
-0.152,0.438,-0.902,13.717
-0.148,0.441,-0.902,13.728
-0.148,0.441,-0.902,13.739
-0.145,0.438,-0.902,13.75
-0.145,0.438,-0.906,13.761
-0.141,0.441,-0.906,13.772
-0.137,0.441,-0.91,13.783
-0.137,0.441,-0.906,13.794
-0.145,0.441,-0.906,13.805
-0.141,0.441,-0.906,13.816
-0.148,0.441,-0.906,13.827
-0.152,0.441,-0.906,13.838
-0.148,0.438,-0.906,13.849
-0.148,0.441,-0.902,13.86
-0.148,0.453,-0.902,13.871
-0.148,0.441,-0.895,13.882
-0.141,0.441,-0.902,13.893
-0.137,0.438,-0.902,13.904
-0.141,0.438,-0.906,13.915
-0.141,0.438,-0.906,13.926
-0.141,0.438,-0.91,13.937
-0.152,0.441,-0.91,13.948
-0.156,0.441,-0.914,13.959
-0.156,0.441,-0.906,13.97
-0.156,0.438,-0.906,13.981
-0.156,0.441,-0.91,13.992
-0.16,0.438,-0.914,14.003
-0.152,0.438,-0.906,14.014
-0.152,0.438,-0.906,14.025
-0.156,0.438,-0.906,14.036
-0.156,0.438,-0.906,14.047
-0.156,0.438,-0.906,14.058
-0.148,0.434,-0.906,14.069
-0.148,0.438,-0.906,14.08
-0.148,0.441,-0.91,14.091
-0.145,0.434,-0.91,14.102
-0.145,0.438,-0.906,14.113
-0.145,0.438,-0.906,14.124
-0.148,0.434,-0.906,14.135
-0.148,0.438,-0.902,14.146
-0.148,0.438,-0.902,14.157
-0.148,0.438,-0.902,14.168
-0.152,0.441,-0.91,14.179
-0.152,0.438,-0.906,14.19
-0.156,0.438,-0.902,14.201
-0.152,0.441,-0.902,14.212
-0.156,0.438,-0.902,14.223
-0.156,0.434,-0.906,14.234
-0.16,0.434,-0.902,14.245
-0.164,0.438,-0.902,14.256
-0.16,0.438,-0.902,14.267
-0.156,0.438,-0.902,14.278
-0.16,0.434,-0.902,14.289
-0.156,0.434,-0.906,14.3
-0.156,0.43,-0.906,14.311
-0.152,0.434,-0.91,14.322
-0.145,0.43,-0.914,14.333
-0.148,0.43,-0.91,14.344
-0.156,0.434,-0.906,14.355
-0.152,0.449,-0.902,14.366
-0.16,0.441,-0.902,14.377
-0.164,0.441,-0.902,14.388
-0.168,0.441,-0.906,14.399
-0.172,0.434,-0.902,14.41
-0.172,0.434,-0.902,14.421
-0.172,0.434,-0.902,14.432
-0.172,0.434,-0.906,14.443
-0.168,0.438,-0.906,14.454
-0.16,0.438,-0.902,14.465
-0.156,0.438,-0.902,14.476
-0.156,0.438,-0.906,14.487
-0.156,0.441,-0.906,14.498
-0.156,0.434,-0.91,14.509
-0.156,0.434,-0.906,14.52
-0.16,0.434,-0.906,14.531
-0.168,0.434,-0.902,14.542
-0.168,0.434,-0.902,14.553
-0.168,0.43,-0.902,14.564
-0.152,0.422,-0.902,14.575
-0.156,0.434,-0.902,14.586
-0.156,0.43,-0.906,14.597
-0.156,0.43,-0.902,14.608
-0.16,0.434,-0.906,14.619
-0.16,0.438,-0.91,14.63
-0.164,0.43,-0.91,14.641
-0.164,0.434,-0.91,14.652
-0.164,0.438,-0.906,14.663
-0.168,0.438,-0.906,14.674
-0.168,0.438,-0.91,14.685
-0.168,0.434,-0.906,14.696
-0.164,0.434,-0.902,14.707
-0.168,0.434,-0.902,14.718
-0.164,0.43,-0.902,14.729
-0.156,0.43,-0.902,14.74
-0.16,0.43,-0.902,14.751
-0.156,0.434,-0.902,14.762
-0.152,0.43,-0.902,14.773
-0.156,0.43,-0.902,14.784
-0.16,0.434,-0.906,14.795
-0.156,0.43,-0.906,14.806
-0.16,0.434,-0.906,14.817
-0.156,0.434,-0.906,14.828
-0.16,0.438,-0.906,14.839
-0.164,0.438,-0.902,14.85
-0.164,0.449,-0.898,14.861
-0.16,0.434,-0.902,14.872
-0.164,0.434,-0.91,14.883
-0.164,0.434,-0.906,14.894
-0.168,0.434,-0.91,14.905
-0.168,0.434,-0.91,14.916
-0.168,0.434,-0.906,14.927
-0.168,0.43,-0.91,14.938
-0.164,0.43,-0.91,14.949
-0.168,0.434,-0.906,14.96
-0.168,0.438,-0.906,14.971
-0.16,0.434,-0.906,14.982
-0.164,0.43,-0.91,14.993
-0.16,0.434,-0.906,15.004
-0.16,0.43,-0.906,15.015
-0.156,0.434,-0.906,15.026
-0.16,0.434,-0.906,15.037
-0.156,0.434,-0.906,15.048
-0.148,0.434,-0.906,15.059
-0.156,0.434,-0.906,15.07
-0.16,0.43,-0.91,15.081
-0.168,0.438,-0.906,15.092
-0.168,0.434,-0.902,15.103
-0.168,0.434,-0.902,15.114
-0.168,0.438,-0.902,15.125
-0.172,0.438,-0.906,15.136
-0.172,0.438,-0.902,15.147
-0.164,0.434,-0.906,15.158
-0.164,0.43,-0.906,15.169
-0.164,0.434,-0.906,15.18
-0.16,0.434,-0.902,15.191
-0.16,0.426,-0.906,15.202
-0.156,0.434,-0.91,15.213
-0.156,0.434,-0.91,15.224
-0.152,0.438,-0.91,15.235
-0.152,0.43,-0.906,15.246
-0.16,0.43,-0.906,15.257
-0.16,0.43,-0.906,15.268
-0.16,0.43,-0.906,15.279
-0.164,0.434,-0.906,15.29
-0.164,0.438,-0.906,15.301
-0.156,0.438,-0.91,15.312
-0.156,0.43,-0.906,15.323
-0.152,0.43,-0.906,15.334
-0.152,0.434,-0.906,15.345
-0.152,0.438,-0.91,15.356
-0.16,0.434,-0.902,15.367
-0.16,0.434,-0.91,15.378
-0.164,0.43,-0.91,15.389
-0.156,0.434,-0.906,15.4
-0.16,0.438,-0.906,15.411
-0.164,0.438,-0.902,15.422
-0.164,0.438,-0.906,15.433
-0.16,0.438,-0.906,15.444
-0.16,0.434,-0.906,15.455
-0.156,0.434,-0.902,15.466
-0.156,0.434,-0.902,15.477
-0.156,0.43,-0.906,15.488
-0.156,0.434,-0.902,15.499
-0.152,0.434,-0.906,15.51
-0.148,0.43,-0.91,15.521
-0.145,0.43,-0.906,15.532
-0.148,0.434,-0.902,15.543
-0.152,0.438,-0.902,15.554
-0.156,0.434,-0.902,15.565
-0.152,0.438,-0.902,15.576
-0.152,0.43,-0.906,15.587
-0.152,0.434,-0.902,15.598
-0.152,0.438,-0.902,15.609
-0.156,0.438,-0.902,15.62
-0.16,0.434,-0.902,15.631
-0.152,0.43,-0.902,15.642
-0.152,0.438,-0.902,15.653
-0.152,0.434,-0.902,15.664
-0.152,0.43,-0.902,15.675
-0.148,0.438,-0.91,15.686
-0.148,0.438,-0.91,15.697
-0.148,0.438,-0.91,15.708
-0.156,0.438,-0.906,15.719
-0.164,0.434,-0.906,15.73
-0.156,0.434,-0.906,15.741
-0.148,0.438,-0.906,15.752
-0.148,0.438,-0.902,15.763
-0.145,0.438,-0.902,15.774
-0.152,0.438,-0.902,15.785
-0.16,0.441,-0.902,15.796
-0.156,0.441,-0.906,15.807
-0.152,0.441,-0.914,15.818
-0.152,0.441,-0.918,15.829
-0.148,0.438,-0.918,15.84
-0.133,0.449,-0.918,15.851
-0.133,0.43,-0.91,15.862
-0.145,0.438,-0.906,15.873
-0.145,0.434,-0.906,15.884
-0.148,0.438,-0.906,15.895
-0.156,0.441,-0.902,15.906
-0.16,0.445,-0.902,15.917
-0.168,0.441,-0.902,15.928
-0.164,0.438,-0.906,15.939
-0.156,0.438,-0.906,15.95
-0.148,0.441,-0.906,15.961
-0.145,0.441,-0.906,15.972
-0.148,0.438,-0.906,15.983
-0.148,0.438,-0.906,15.994
-0.145,0.438,-0.906,16.005
-0.141,0.434,-0.91,16.016
-0.141,0.434,-0.91,16.027
-0.137,0.438,-0.902,16.038
-0.141,0.441,-0.902,16.049
-0.148,0.441,-0.91,16.06
-0.152,0.441,-0.902,16.071
-0.145,0.438,-0.902,16.082
-0.145,0.441,-0.902,16.093
-0.141,0.438,-0.902,16.104
-0.141,0.438,-0.902,16.115
-0.145,0.438,-0.906,16.126
-0.141,0.434,-0.906,16.137
-0.141,0.43,-0.906,16.148
-0.141,0.438,-0.902,16.159
-0.141,0.438,-0.906,16.17
-0.145,0.438,-0.902,16.181
-0.145,0.434,-0.902,16.192
-0.141,0.434,-0.902,16.203
-0.141,0.438,-0.902,16.214
-0.148,0.438,-0.902,16.225
-0.152,0.441,-0.902,16.236
-0.152,0.441,-0.902,16.247
-0.152,0.438,-0.902,16.258
-0.148,0.441,-0.902,16.269
-0.141,0.438,-0.902,16.28
-0.145,0.438,-0.902,16.291
-0.145,0.441,-0.902,16.302
-0.145,0.441,-0.906,16.313
-0.141,0.441,-0.91,16.324
-0.145,0.438,-0.906,16.335
-0.137,0.441,-0.902,16.346
-0.145,0.438,-0.902,16.357
-0.152,0.438,-0.906,16.368
-0.152,0.441,-0.902,16.379
-0.148,0.438,-0.902,16.39
-0.152,0.438,-0.906,16.401
-0.148,0.441,-0.902,16.412
-0.152,0.441,-0.902,16.423
-0.152,0.441,-0.902,16.434
-0.152,0.438,-0.902,16.445
-0.148,0.438,-0.906,16.456
-0.152,0.438,-0.906,16.467
-0.152,0.438,-0.906,16.478
-0.152,0.438,-0.906,16.489
-0.152,0.438,-0.906,16.5
-0.156,0.441,-0.906,16.511
-0.152,0.438,-0.906,16.522
-0.156,0.434,-0.906,16.533
-0.156,0.438,-0.902,16.544
-0.156,0.434,-0.902,16.555
-0.156,0.434,-0.902,16.566
-0.156,0.438,-0.902,16.577
-0.156,0.438,-0.902,16.588
-0.156,0.441,-0.902,16.599
-0.156,0.438,-0.906,16.61
-0.16,0.441,-0.906,16.621
-0.152,0.441,-0.906,16.632
-0.145,0.438,-0.906,16.643
-0.148,0.434,-0.91,16.654
-0.152,0.438,-0.91,16.665
-0.152,0.438,-0.906,16.676
-0.152,0.438,-0.906,16.687
-0.16,0.438,-0.902,16.698
-0.168,0.434,-0.906,16.709
-0.172,0.438,-0.906,16.72
-0.172,0.438,-0.906,16.731
-0.168,0.438,-0.906,16.742
-0.164,0.43,-0.906,16.753
-0.168,0.434,-0.906,16.764
-0.164,0.434,-0.906,16.775
-0.156,0.434,-0.906,16.786
-0.152,0.434,-0.906,16.797
-0.152,0.434,-0.902,16.808
-0.148,0.438,-0.902,16.819
-0.152,0.434,-0.902,16.83
-0.148,0.449,-0.906,16.841
-0.156,0.43,-0.902,16.852
-0.156,0.434,-0.906,16.863
-0.16,0.438,-0.902,16.874
-0.164,0.434,-0.902,16.885
-0.16,0.426,-0.898,16.896
-0.16,0.426,-0.902,16.907
-0.16,0.434,-0.902,16.918
-0.156,0.438,-0.902,16.929
-0.156,0.438,-0.902,16.94
-0.16,0.43,-0.906,16.951
-0.164,0.43,-0.91,16.962
-0.168,0.434,-0.91,16.973
-0.168,0.438,-0.906,16.984
-0.168,0.434,-0.906,16.995
-0.168,0.434,-0.902,17.006
